BI_SNV_SBS1_P	BI_SNV_SBS2_P	BI_SNV_SBS4_P	BI_SNV_SBS5_P	BI_SNV_SBS7a_S	BI_SNV_SBS7b_S	BI_SNV_SBS7c_S	BI_SNV_SBS8_P	BI_SNV_SBS9_P	BI_SNV_SBS10a_S	BI_SNV_SBS11_S	BI_SNV_SBS12_P	BI_SNV_SBS13_P	BI_SNV_SBS14_S	BI_SNV_SBS15_S	BI_SNV_SBS16_P	BI_SNV_SBS17a_P	BI_SNV_SBS17b_P	BI_SNV_SBS18_P	BI_SNV_SBS19_P	BI_SNV_SBS21_S	BI_SNV_SBS22_P	BI_SNV_SBS26_S	BI_SNV_SBS28_P	BI_SNV_SBS30_P	BI_SNV_SBS31_P	BI_SNV_SBS33_P	BI_SNV_SBS36_P	BI_SNV_SBS37_P	BI_SNV_SBS38_S	BI_SNV_SBS39_P	BI_SNV_SBS40_P	BI_SNV_SBS60_P	BI_SNV_SBS55_S	BI_SNV_SBS44_S	BI_SNV_SBS61_S	BI_SNV_SBS62_S	BI_SNV_SBS63_P	BI_SNV_SBS64_S	BI_SNV_SBS65_S	BI_SNV_SBS66_S	BI_SNV_SBS67_P	BI_SNV_SBS68_S	BI_SNV_SBS69_P	BI_SNV_SBS70_P	BI_SNV_SBS71_P	BI_SNV_SBS72_S	BI_SNV_SBS73_S	BI_SNV_SBS74_P	BI_SNV_SBS75_S	BI_SNV_SBS76_S	BI_SNV_SBS77_S	BI_SNV_SBS78_P	BI_SNV_SBS79_P	BI_SNV_SBS80_S	BI_SNV_SBS81_S	BI_SNV_SBS82_P	feature
0.000878156	0.00030694	0.00504197	0.00323356	0.000788176	0.000329738	0.008061328	0.030803507	0.00370474	0.000675827	0.000257412	0.000280502	0.000143646	0.001423929	0.001489798	9.07E-17	0.015291065	0.005952303	0.000564156	0.000787535	0.002545483	0.009253406	0.00231344	0.002838554	0.000760635	0.000147154	0.002141932	0.00027214	0.012511646	0.000679102	0.011233872	0.002817584	0	0.002662992	0.003117324	0.000373794	0.000199916	0.006034838	0.000384023	0.00139335	0.000583741	0.014053873	0.000274352	0.001712308	0.010620007	0.004017024	0.002018132	0.010051737	0.002373026	0.016620321	0.000771343	0.001462072	0.002826609	3.17E-05	0.004769192	0.008833412	0.001334536	T>A_at_GTT
0.00111235	0.000208743	0.00928045	0.002998699	0.001063519	0.000286576	0.028279297	0.036304208	0.000115422	0.0008738	0.000227295	0.004960537	0.000212619	0.001924367	0.00113948	0.004626344	0.068077165	0.029509927	0.000499743	0	0.000196806	0.054048226	0.002162031	0.009334438	0.000303676	0.07905178	0.001122069	0.000464879	0.005729619	0.000796059	0.012282705	0.006016043	0	0.001566122	0.000860977	0.000541891	0.000171178	0.002079289	0.00010034	0.003571927	0.000494251	0.017663227	0.000119377	0.002676573	0.029104954	0.037463804	0.001446655	0.000616891	0.000827726	0.01934923	0.000666961	0.001916139	0.002311069	0.000419279	0.000157673	0.002216739	0	T>A_at_CTT
0.005305283	0.00060322	0.004858683	0.007360311	0.006233719	0.01142635	0.014377129	0.031609412	0.019084673	0.008034971	0.000250348	0.001538088	0.000639406	0.005714633	0.011249484	0.02749286	0.011446602	0.004517316	0.000624814	0.001018628	0.008207594	0.017877824	0.014203819	0.007081781	0.003431524	0.000512894	0.000551329	0.001794987	0.016175611	0.000928846	0.002512754	0.021271575	0	3.55E-20	0.032538623	0.00257607	0.004255774	0.05650354	0.007262877	0.012452595	0.006362787	0.019009914	0.001181184	0.006944289	0.040422926	0.00585155	0.019332105	0.027362603	0.010562657	0.07461632	0.009092662	0.020005655	0.010085783	7.85E-53	0.047002552	0.148425911	0	T>A_at_ATT
0.000486106	0.000218492	0.00669812	0.004900854	6.05E-06	0.001264725	0.009636851	0.007365964	0.023665593	0.000873616	0.000218955	0.006669502	0.000208809	6.99E-05	0.000122596	0.0006893	0.001709114	0.000650274	0.001682792	0.001499669	0.001148168	0.065727285	0.000775435	0.001727916	0.002093211	0.000949613	0.001406923	0.000254638	0.003577847	0.001233882	0.002936989	0.014887133	0	0.001667142	0.000407534	0.000715968	0.000163178	0.000439037	0.000692198	0.001777901	0.000207227	0.005227286	7.12E-05	0.001883552	0.00612229	0.006136108	0.004689347	0.000946593	0.001579117	0.004264264	0.000719465	0.000686153	0.024227603	0.000118097	0.000237901	0.019626633	0	T>A_at_TTG
0.001040902	0.000166531	0.011013696	0.008257267	0.000298921	0.000408179	6.23E-05	0.010313171	0.004182223	5.56E-05	0.000156031	0.001410321	0.000107048	0.000127636	0.000182457	0.000111964	0.001515728	0.000880239	0.000350553	0.001358692	0.003525528	0.034226332	0.001431953	0.001905708	0.001864226	0.000604136	0.002625622	0.000286599	0.0109602	0.001956428	0.006054689	0.002049554	0	0.010044559	0.002048755	1.04E-05	1.15E-05	0.001020153	0.00097018	3.28E-05	6.30E-05	0.013412038	0.000862288	0.000601771	0.002519321	0.001018364	0.000874876	0.007102909	0.003852735	0.001430506	6.86E-05	0.001052949	0.009270545	1.70E-06	0.003817793	0.028166206	0.005898359	T>A_at_GTG
0.00097854	0.000246402	0.020540078	0.002320052	6.43E-05	0.000539804	0.00248151	0.008749685	0.006261916	0.000220372	0.000265045	0.009007597	0.000159945	0.000252956	0.000210581	0.001224241	0.004907032	0.002675624	0.000500111	0.002255478	0.00180095	0.157337332	0.001445401	0.007379397	0.000789205	0.045046174	0.00048385	0.000792283	0.006806388	0.002772854	0.005065977	0.005540012	0	0.005241157	0.000388257	0.000232156	4.05E-05	0.000168461	0.000328003	0.001308524	0.000138459	0.019925418	0.000191615	0.000783268	0.000392244	0.000558264	0.00211247	0.001429019	0.009626132	0.000575494	0.000125312	0.000449655	0.010705126	0.00060894	0.000166764	0.014522106	0	T>A_at_CTG
0.004047263	0.000584379	0.008491568	0.009725126	0.000871523	0.001957737	0.000139223	0.019652278	0.012445684	8.33E-05	0.000197266	0.003379184	0.000252078	0.000198322	0.000180608	0.006084804	0.001132428	0.000477992	0.001691532	0.003120031	0.001330619	0.057054665	0.001804938	0.000418923	0.007820406	0.000262424	0.001094936	0.000583102	0.0143679	0.006768302	0.001368312	0.01068069	0	0.011164023	0.00068101	4.70E-05	3.58E-05	0.002407198	0.001025254	0.000272022	0.00017418	0.022832583	0.000382258	0.005328362	0.028852341	0.000520783	0.000357936	0.002605599	0.004823001	0.003793067	0.000391184	0.000873034	0.002397006	5.94E-19	0.002369998	0.017866395	0	T>A_at_ATG
0.000426212	0.000157207	0.003424964	0.002068428	0.000307158	0.001155604	0.023935571	0.014940148	0.000193641	0.000716611	0.000283756	0.021066028	0.000213415	0.001867543	0.000373598	0.000401763	0.003896584	0.001749947	0.002621806	0.001193637	0.000981881	0.021722353	0.000205813	0.004796971	0.000590424	0.001024206	0.001296465	0.000299508	0.001233696	0.00226862	0.004767783	0.02649135	0	4.61E-188	0.00041884	0.00044882	0.000412	0.001265168	0.001001531	0.002552029	0.000309497	0.014185437	6.79E-05	0.00409856	0.02294235	0.009385782	0.010359174	0.009097675	0.002069183	0.008702743	0.001184143	0.001784853	0.005477885	0.000405379	1.99E-108	0.004387617	0.001429706	T>A_at_TTC
0.000568265	0.000194762	0.002958519	0.001510501	0.000149704	8.27E-05	0.001852687	0.008043267	0.010657596	0.000188541	0.000178808	0.004666904	0.000141729	0.003749304	0.00090968	0.00076335	0.005251662	0.00183892	0.001330884	0.000726101	0.002514269	0.009439955	0.001017763	0.003253108	0.002122608	0.001353593	0.001527596	0.000268241	0.006659904	0.000737616	0.002975704	0.001817297	0	0.000193559	0.000917777	6.82E-05	0.000170523	0.001933384	0.000291593	0.000512174	0.0001106	0.017858325	0.000496858	0.002374527	0.005033263	0.002193627	0.001230005	0.033902515	0.002424349	0.001447401	0.000276714	0.006107121	0.004088033	0.008408652	0.001608172	0.005174743	0	T>A_at_GTC
0.000657926	0.000326406	0.007836322	0.000244519	0.000281686	0.000532183	0.011157401	0.017124074	0	0.000291502	0.000214809	0.017074943	0.000198512	0.003784732	0.000831787	0.002071137	0.016069213	0.009227945	0.000387525	0.001585065	0.000137067	0.052638234	0.004416651	0.011296527	0.000135164	0.030039119	0.001637898	0.000426312	0.000584076	0.000462898	0.006887787	0.010383414	0	1.34E-29	0.003744334	0.000139989	8.43E-05	0.000722081	0.000187616	0.001580683	0.000134538	0.02672755	0.001332438	0.002420186	0.019949839	0.002372107	0.005530289	0.008020855	0.000900339	0.004470778	0.000214585	0.004918826	0.011718736	0	0.001631914	0.004672278	0	T>A_at_CTC
0.003580014	0.000599316	0.002843371	0.004304208	0.000939502	0.000593602	0.000738045	0.013788742	0.005969974	0.000364916	0.000156753	0.004326752	0.000287602	0.001167868	0.000998864	0.011287859	0.001596137	0.001250388	0.000604771	0.000840448	0.005369848	0.009042845	0.000341531	0.002138504	0.011637458	0.001557672	0.000336474	0.000463018	0.008912093	0.002984137	7.39E-05	0.003648136	8.73E-24	0.004436275	0.001382369	0.000194014	0.000408575	0.009849222	0.000356947	0.000659534	0.00063015	0.02719273	0.002719949	0.005518179	0.023852702	0.0014054	0.000412102	0.055112985	0.004035974	0.00551473	0.00029041	0.011983082	0.008369067	0.025061881	0.007983335	0.008222781	0	T>A_at_ATC
0.004290713	0.000326874	0.00647957	0.006123581	0.000446205	0.003589687	0.01443319	0.008281353	0.032312774	0.002351603	0.00038939	0.002949316	0.000518498	0.000328236	0.000614681	0.002937508	0.002627533	0.002648317	0.008591789	0.000658642	0.002907743	0.088166651	0.005449552	0.00227294	0.000795202	0.00036116	0.000774315	0.000699372	0.003952719	0.008634193	0.008341263	0.019747926	0	0.005813657	0.006621967	0.000939171	0.001189419	0.041536332	0.003058667	0.001828785	0.002750848	0.0010997	0.006556408	0.002491576	0.030556479	0.035023576	0.014974017	0.012744621	0.02106209	0.015011708	0.001699076	0.010736538	0.004535503	0.001071812	0.018643523	0.040862163	0	T>A_at_TTA
0.00128876	0.000100304	0.007843432	0.003726489	0.00049002	0.000367971	0.001743148	0.008290102	0.015376959	0.000100723	0.000141237	9.03E-05	0.00016577	0.000146788	0.000136798	1.46E-05	0.000732239	0.000158191	0.000491584	0.000523318	0.003389041	0.049951714	0.001345557	0.000448274	0.001492233	0.000254301	0.001205306	0.000185965	0.010576449	0.002289744	0.006017936	0.004265998	0	0.003809794	0.000101916	4.51E-05	0.000197617	0.001747845	0.000503764	0.000196108	0.000149521	0.004308826	0.000391197	0.000305474	0.005718378	0.003883499	0.001045129	0.009680815	0.003037416	0.001533365	0.000479454	0.00018987	0.00160847	0	0.000781191	0.034408455	0.003257399	T>A_at_GTA
0.000662233	0.000284921	0.00936166	0.002538738	0.000170908	0.000751813	0.003992721	0.008247127	0.011110563	6.12E-05	0.000192475	0.003121849	0.000164305	0.000117252	0.000117494	0.002412397	0.000809767	0.000456081	0.000307413	0.001343874	0.001066286	0.11911774	0.000528421	0.002006391	0.000694414	0.048528275	0.002097164	0.000284322	0.00924995	0.002727682	0.00588715	0.004558898	0	0.00295152	0.00023704	0.000207237	6.98E-05	0.001486256	0.000562997	0.000788581	0.00028358	0.004375027	4.01E-05	0.000545406	0.004495661	0.015741355	0.003084883	0.002765198	0.00492502	0.001920044	0.000149782	0.000731484	0.014368084	0.002413684	0.002702183	0.011777695	0	T>A_at_CTA
0.00411816	0.00043431	0.007726213	0.011985793	0.003204702	0.003643099	0.00417313	0.013929597	0.038765753	0.000782291	0.000473456	0.002126789	0.000487969	0.000487077	0.00085256	0.030469431	0.001710836	0.000446063	0.001011567	0.00247092	0.010125414	0.069693255	0.000577336	0.000283278	0.004228642	0.000803355	0.000567661	0.001080231	0.005649933	0.009717629	0.002325756	0.018939675	0	0.003585367	0.000759011	0.000564475	0.001349801	0.009274345	0.001318035	0.001433668	0.000801436	0.003142153	0.001443768	0.004539887	0.06021614	0.007850598	6.70E-70	0.032481282	0.013828582	0.023827982	0.001495747	0.000943559	0.035094285	0.000751422	0.023925871	0.066080959	0	T>A_at_ATA
0.014263941	0.001219252	0.055200106	0.024962315	0.000279418	0.002025661	0.004534493	0.060999541	0.003812818	0.002423347	0.000283012	0.002540692	0.00039839	0.000601324	0.000436981	0.00615653	0.005017257	0.002077776	0.118336438	0.001838674	0.001275149	0.002934065	0.002043942	0.001312025	0.006283028	5.00E-16	7.11E-05	0.017971961	0.01410446	0.00491492	0.008981237	0.050039694	0	0.008236161	0.001524309	0.001204902	0.000717432	0.004082306	0.001001223	0.002646085	0.001331474	0.015906248	0.001401306	0.017058694	0.001465633	0.013613481	0.001955464	0.001116165	0.006817524	0.001132073	0.001308562	0.000497739	0.029982439	0.000358255	0.007214352	0.014774897	0	C>A_at_ACA
0.011675777	0.000902637	0.031278238	0.005625684	0.000102366	0.00035833	0.001071824	0.043950343	0.006381796	0.004799421	0.000388379	0.003562227	0.000155	0.007809868	0.000600118	0.004575659	0.00461613	0.000734375	0.009703875	0.002833258	0.003156967	0.000940962	0.001102692	0.000308069	0.00605063	0.049427545	1.84E-08	0.007064947	0.001385297	0.003407005	0.007232272	0.00476157	0	0.001543772	0.002376252	0.001661632	0.002746965	0.013489972	0.000849227	0.003353218	0.000581572	0.05247508	0.001088133	0.006251941	0.002618798	0.008376074	0.002512933	0.000575277	0.021742471	0.001046635	0.0066156	0.001124589	0.004835308	0	0.00805543	0.00974084	0	C>A_at_ACC
0.001906191	0.000158032	0.014335359	0.004780542	1.56E-05	0.000108659	0.000111815	0.00454947	0.000629804	0.000420454	6.21E-05	0.000168544	0.00013047	0.000209673	4.53E-05	0.00022709	0.000469402	9.31E-05	0.003299962	0.000414252	0.000230892	0.000300634	0.000117745	0.000215961	0.000452581	0.0003031	0.000922328	0.000881478	0.005235742	0.000485133	0.000731463	0.001272663	0	0.000747502	0.00023688	0.000227633	2.22E-05	0.000139048	0.000137729	0.00043597	5.04E-05	0.001115074	0.000177845	0.001104693	6.67E-05	0.000512189	0.000464581	0.000212441	0.007029516	0.000453533	0.000144827	0.000468609	0.001241144	0.000204664	7.80E-05	0.003368965	0.031051922	C>A_at_ACG
0.005673247	0.000587099	0.037061044	0.008027336	0.000148821	0.00069994	0.002176414	0.061923031	0.002026699	0.013197045	0.000499918	0.002623701	0.000197273	0.047131927	0.004785277	0.008730922	0.002564291	0.001566212	0.031880631	0.002553399	0.002747587	0.001286861	0.001318723	0.001453224	0.001911705	0.003038726	0.000992774	0.018594573	0.007077457	0.001545464	0.009800912	0.01286627	0	0.002043435	0.002352151	0.01144354	0.002888277	0.008634661	0.000691079	0.032342951	0.010481594	0.022114047	0.000630386	0.007747516	0.003860443	0.009725057	0.003984949	0.002183831	0.01085856	0.00103883	0.002496585	0.000426283	0.008331141	0.000965344	0.004098375	0.009383172	0	C>A_at_ACT
0.004494011	0.000759343	0.076342384	0.010573095	0.000757224	0.001727301	0.003702069	0.03311866	0.004048437	0.002577516	0.00037976	0.012032562	0.001392451	0.011057709	0.002889038	0.005049489	0.000294615	0.001217887	0.051216108	0.003501768	0.003029885	0.002842862	0.003823847	0.001956609	0.013068408	0.020006396	0.000419262	0.055086225	0.011041429	0.448623218	0.008071035	0.011715959	0	0.000968049	0.015703817	0.002339505	0.001874146	0.010374305	0.001917098	0.005309071	0.005498669	0.004891843	0.001422663	0.001753523	0.009680191	0.007880424	0.001884491	0.006003697	0.006828496	0.004409784	0.005934684	0.007945793	0.010810602	0.001219998	0.003791881	0.003584357	0	C>A_at_CCA
0.002963273	0.00049673	0.066356002	0.000530083	0.000305367	0.000533948	0.005823027	0.024637969	0.003124044	0.001136522	0.000369652	0.01320067	0.000708512	0.014416935	0.001642089	0.003638462	0.000586652	0.000467641	0.000642659	0.00741486	0.006486504	0.00297752	0.008165383	0.000653315	0.001140045	0.023559048	0.001351858	0.019102442	0.000517046	0.051494073	0.007108671	0.00884949	0	0.002242017	0.035898642	0.000828636	0.001038829	0.004128517	0.000434503	0.002739223	0.000482686	0.033140674	0.010987483	0.001094212	0.006403255	0.005902706	0.00111554	0.009363865	0.009262972	0.000804559	0.002259197	0.017806208	0.009392003	0.001341795	0.008526291	0.000219922	0	C>A_at_CCC
0.001078673	0.000170491	0.017971451	0.002769171	8.04E-05	0.000220069	0.001729945	0.000916278	0.000598816	0.000241895	5.21E-05	0.001447833	0.000306075	0.001843546	0.000763921	0.000163336	0.000203657	0.000195808	0.005730849	0.001037696	0.001374675	0.000130345	0.001355572	0.000102524	0.000764566	0.000264405	0.001828012	0.004368956	0.003889916	0.053753723	0.000425436	0.000474359	0	0.000413501	0.006666349	0.000211367	0.000146495	0.001360305	0.000252565	0.000561766	0.000357749	0.000992343	0.000867702	0.0003555	0.000592723	0.00024516	0.000951192	0.002353817	0.002931412	0.000398795	0.000574629	0.003286162	0.002335915	0.000293638	0.002346317	0.008005697	0.026326765	C>A_at_CCG
0.001034944	0.000313286	0.062370365	0.00018085	0.000526263	0.000338791	0.028273503	0.034979423	0.003039415	0.010353231	0.000264105	0.008626612	0.000338939	0.152466989	0.032722002	0.002155017	0.000613931	0.001759188	0.004819262	0.003103336	0.006422206	0.000702664	0.025501065	0.003477311	0.002892641	0.084958917	1.44E-46	0.068469204	0.005627726	0.175114635	0.007218536	0.013554101	0	0.000415903	0.095067885	0.011631048	0.008087801	0.030927992	0.000249778	0.034748283	0.026000967	0.007765078	0.002450803	0.000243014	0.003433289	0.003790748	0.001583884	0.060598938	0.002613064	0.000957323	0.017365588	0.042647991	0.003260921	0	0.00888324	0	0	C>A_at_CCT
0.002399281	0.000535046	0.037232044	0.011647657	0.000148661	0.000578083	0.00067991	0.016331062	0.006100746	0.001373433	0.000263462	0.002932221	0.000307325	0.002673146	0.001223773	0.000592388	0.005387976	0.003161359	0.228379949	0.001276419	0.002249455	0.001396644	0.000778227	0.000352908	0.004087524	0.007280459	0.000523064	0.060421003	0.005360888	0.007042892	0.003708446	0.002541605	0	0.001875761	0.002786466	0.000694093	0.001280696	0.001545338	0.000240336	0.002241026	0.001524744	0.008876056	0.000900237	0.001869017	0.000836043	0.003639348	0.000558678	0.001947402	0.007068068	0.000622532	0.00271254	0.003699082	0.001707886	0.000196728	0.000936364	0.001992537	0	C>A_at_GCA
0.001391293	0.000461418	0.033449672	0.00439712	3.25E-05	0.00011075	0.000154229	0.009835001	0.009606212	0.001799411	0.000313722	0.006514319	0.000305984	0.014281158	0.002254516	0.001150618	0.002368395	0.00053955	0.029426814	0.001343553	0.00354398	0.001441142	0.000583337	0.000626155	0.000968428	0.056990766	0.000632635	0.018951243	0.000850942	0.000943904	0.001781532	0.000773904	0	0.000742766	0.002162892	0.001390086	0.001582617	0.00370848	0.000169393	0.001650785	0.001406979	0.039435372	0.001298797	0.000740479	0.001377413	0.004065816	0.000406443	0.006514001	0.020680018	0.000578994	0.003236539	0.020285794	0.000145301	0	0.000677501	0.008089145	0	C>A_at_GCC
0.001085238	0.000132055	0.012733874	0.005244321	3.97E-06	3.21E-05	3.09E-05	2.46E-05	2.76E-05	7.30E-05	1.98E-05	0.000261256	0.000108716	0.000885692	0.000307981	0.000159794	0.000323408	0.0001279	0.012754603	0.000289849	0.000721722	0.000109723	0.000150722	4.24E-05	0.000615055	3.16E-05	0.000539598	0.00232561	0.002586964	6.52E-05	7.30E-05	0.000354558	0	0.001024105	0.000943674	5.86E-05	9.24E-05	0.000257554	1.71E-05	8.63E-05	0.000108376	0.001959562	0.000362452	0.000545665	6.23E-05	9.60E-05	0.000162758	0.001372289	0.004875972	0.000174932	0.000162234	0.003490881	0.0024813	0.000262506	0.000214694	0.004017748	0.01098845	C>A_at_GCG
0.000340279	0.000187012	0.025187458	0.003843641	1.24E-05	3.51E-05	0.000309901	0.018505449	0.004577675	0.005030042	0.000206684	0.001924568	0.00010964	0.077606261	0.022044268	0.002434839	0.001555533	0.002284395	0.098095024	0.003528195	0.00032434	0.001558983	0.00318538	0.001928789	0.002000592	0.003854916	0.000656597	0.067976529	0.001444466	0.000240633	0.007122425	0.003717374	0	6.38E-05	0.002493004	0.007192095	0.007269637	0.008641827	2.66E-05	0.010795687	0.019974862	0.015029151	0.000160572	0.000340973	0.003728287	0.003921009	0.000406186	0.020278772	0.003340851	0.000230734	0.007874897	0.036173183	0.000970171	0.00684924	0.000292138	0.002644147	0	C>A_at_GCT
0.00521084	0.01297845	0.044673915	0.017802138	0.000308606	0.002761138	0.003675472	0.005916803	0.022885856	0.078351812	0.000242457	0.002703687	0.036908402	0.000998382	0.000339582	0.000387107	0.001973235	0.001819495	0.033683399	0.001311917	0.00139721	0.001856994	0.001181923	0.001641501	0.000412106	0.000609615	0	0.196557024	0.007741678	0.007293249	0.002991313	0.038279286	5.77E-30	0.004333248	0.001672204	0.052526146	0.020674428	0.021699114	0.0021694	0.014393109	0.033624724	0.010335261	0.000530422	0.014740613	0.001455546	0.010210331	0.005295342	0.001621196	0.008572353	0.004040221	0.008030997	0.001608006	0.005442334	0.001662212	0.002427427	0.008562071	0	C>A_at_TCA
0.008359334	0.001528356	0.046557625	0.014812226	0.000957526	0.001771396	0.011004663	0.005789174	0.001854267	0.004982632	0.000958694	0.006933305	0.016120404	0.014073343	0.000800095	0.000137115	0.003311924	0.000858985	0.030358491	0.002619649	0.002689404	0.002764871	0.000144213	0.000606848	0.002029698	0.007886601	0.000483554	0.091143189	0.002287888	0.005839835	0.000630635	0.02974205	0	0.000291015	0.003556777	0.005821715	0.005550206	0.000222988	0.002239829	0.010898511	0.009398575	0.041823671	0.003134232	0.021064501	0.001811802	0.004999621	0.006279777	0.002141138	0.034119081	0.009812945	0.003135984	0.001823116	0.00366177	0	0.000236768	0.00347318	0	C>A_at_TCC
0.001755144	0.000504383	0.008160718	0.005187414	1.71E-05	0.000141547	0.000402219	0	0.000269039	0.001406881	3.57E-05	0.000260572	0.002955346	9.68E-05	7.38E-05	6.58E-05	0.000232732	0.000208892	0.008576065	0.000320536	0.000247564	9.51E-05	0.000200218	8.28E-05	0.000369937	0.000172817	0.000860719	0.016912822	0.003361763	0.001783795	0	0.00345638	0	0.000214276	0.00065387	0.001584724	0.000637525	0.000799668	0.000107507	0.000818124	0.000171975	0.001115872	0.000358426	0.000591636	4.05E-05	0.000153132	0.001105889	0.000239199	0.009661455	0.000612857	0.000429695	0.000634625	0.002589738	2.94E-05	0.000405488	0.001219678	0.010831138	C>A_at_TCG
0.002052933	0.006508566	0.047868843	0.010572701	0.000521964	0.000494044	0.012526327	0.012458827	0.017747113	0.479329067	0.00055622	0.003229064	0.01727479	0.083132576	0.015935881	0.004851601	0.004163868	0.004630967	0.081291001	0.001362227	0.004872306	0.001888892	0.001603885	0.003630987	0	0.001882068	0.000290067	0.279924563	0.001463644	0.009584186	0.007112285	0.022745876	0	0.000488346	0.007652166	0.334137487	0.241370938	0.06949466	0.000240133	0.202195523	0.38579346	0.008410668	0.000505442	0.010426477	0.003694205	0.006144984	0.002575785	0.006589456	0.00278405	0.002575019	0.032933682	0.005151733	0.001914373	0	0.001450486	0.003914803	0	C>A_at_TCT
0.003599125	0.000392506	0.01209644	0.005100487	4.02E-05	0.000356782	0.000802631	0.015405527	0.005635344	0.000158025	0.000234758	0.000878044	0.003372729	0.000281785	0.001192961	0.002345444	0.001695423	0.000449676	0.005305897	0.00167093	0.000223389	0.001874064	0.000851408	0.000500928	0.009759376	0.000145185	0.000250432	0.000445687	0.018342513	0.006552012	0.039914036	0.010784843	0	0.003144576	0.004861554	0.00021294	0.000540373	0.003738787	0.000731499	0.002993685	4.90E-05	0.001039102	0.001099336	0.00122182	0.003114941	0.009920357	0.002904823	0.000526915	0.019093521	0.001869353	0.002140011	0.00053226	0.02043247	0.000774275	0.009157896	0.006779437	0	C>G_at_ACA
0.001688388	0.000804169	0.004434718	0.002271865	6.70E-05	0.000330852	0.000431229	0.004607324	0.001726756	0.000124961	0.000181098	0.001385982	0.000635546	0.000148195	0.00063628	0.001514382	0.000664346	0.000413697	0.002062448	0.000295496	0.000587338	0.000907254	0.00103355	0.000230721	0.007962856	0.001892849	0.001593241	0.001342685	0.005303779	0.00613885	0.021946998	0.013617153	0	0.00103854	0.001001011	0.00019334	0.000161633	0.003577541	0.000348337	0.000681462	9.85E-05	0.004618721	0.000159916	0.001768888	0.002897176	0.005947967	0.001591616	0.000924085	0.021473554	0.001532322	0.000795353	0.000908386	0.006225788	0.001128602	0.002851653	0.000755594	0	C>G_at_ACC
4.95E-05	4.42E-05	0.002335585	0.000494046	3.22E-05	0.000237958	0.00018911	0.00138307	0.000269413	1.29E-05	7.44E-05	0.000106598	0.000296833	2.92E-05	3.27E-05	0.000284325	0.000498993	4.14E-05	0.000504226	0.000414694	9.18E-05	0.00026495	5.24E-05	0.000135819	0.000506697	0.000417745	0.001404088	0.000133346	0.004593259	0.001208488	0.009238843	0.001480255	0	0.001802527	0.000209416	6.90E-06	2.10E-06	0.000148639	0.000226808	1.28E-05	5.11E-05	0.000183321	1.14E-05	0.000585246	0	0.000492413	0.000713627	5.75E-05	0.000767648	0.00070058	7.74E-05	9.78E-05	0.001184577	0.000322856	0	0.002042147	0.276137596	C>G_at_ACG
0.002549949	0.000958795	0.006393429	0.003147298	0.000255179	0.000547795	0.001543155	0.009391621	0.005747947	0.000272647	0.000360229	0.002272824	0.002916727	0.000341634	0.000503471	0.024589536	0.00053152	0.001237009	0.002499936	0.002079608	0.000670173	0.000755677	0.001668158	0.000184717	0.004791741	0.003072193	0.001550409	0.000973484	0.008377005	0.004281101	0.04015826	0.022535983	0	0.002151801	0.003728767	9.14E-05	0.000101195	0.004859869	0.0004171	0.00158377	0.000139414	0.003788469	0.000501715	0.004989345	0.00932866	0.035486161	0.001972888	0.001131446	0.015501309	0.002079929	0.000581037	0.001285891	0.01391839	0.00779415	0.005257989	0.0095495	0	C>G_at_ACT
0.001415099	0.000559516	0.009231802	0.005420803	3.50E-05	0.000680048	0.000582051	0.002071425	0.000760404	4.74E-05	0.000176743	0.000570955	0.004309435	2.88E-05	3.30E-05	0.001030175	0.000317529	0.000454199	0.001768075	0.000456345	0.000246789	0.000969068	0.000139947	0.000862923	0.004458055	0.001388067	0.000341702	0.000339501	0.000519499	0.003446498	0.026876056	0.004436186	0	0.001392901	5.50E-05	1.21E-05	2.33E-05	0.000807113	0.000358314	1.72E-05	5.31E-05	0.007443474	4.47E-05	0.007743121	0.001624858	0.003103495	0.00200547	0.000238257	0.004098596	0.001426817	0.000151027	0.000643643	0.000877338	0	0.000316347	6.17E-06	0	C>G_at_CCA
0.001039794	0.000653752	0.007546024	0.005269696	0.000114666	0.000625329	0.003166529	0.002096267	0.000792508	4.80E-05	0.000169205	0.001368529	0.000670137	4.30E-05	3.93E-05	0.002012195	0.000497627	0.000133024	0.000315857	6.86E-05	0.000187497	0.000892463	9.76E-05	0.000833052	0.004964489	0.003179544	0.001096103	0.000535517	0.000106123	0.00221895	0.021969629	0.015421928	0	0.002754379	0.00011776	5.68E-06	1.10E-05	0.000507574	0.000200753	1.60E-05	5.28E-05	0.012797382	0.000131752	0.002289352	0.001445808	0.000910106	0.001324075	0.000208693	0.004591996	0.000957409	0.000112953	0.000345198	0.000157045	8.54E-05	0.00051743	0.000299594	0.000544331	C>G_at_CCC
0.000109265	0.000111808	0.003632172	0.001426986	6.64E-05	0.000353248	0.000662534	6.20E-05	4.54E-05	1.23E-05	2.28E-05	5.74E-05	0.000451055	1.55E-05	4.37E-05	0.000106971	0.000300157	3.32E-05	0.000113314	0	0.000148327	9.73E-05	0.000116941	0.000110992	0.000183251	0.000374359	0.001231634	0.00010128	0.00036578	0.000631133	0.006497539	0.000298112	0	0.001765891	0.000256286	3.57E-06	5.46E-06	5.36E-05	0.000490435	3.74E-06	3.25E-05	0.001002669	9.45E-06	0.000553651	0	0.000120554	0.001131086	0.000106089	0.001765626	0.001795262	4.03E-05	0.000200521	0.000560507	0	0.000885389	0.000470599	0.370949749	C>G_at_CCG
