0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Cluster58,0.11893405291236028,-0.011434940871951236,-0.04911945456560391,0.19897896000879334,0.2624402088400521,0.27289739504512095,-0.1462931313390111,0.16927294130604392,-0.11709240812758935,-0.14170247535931962,-0.13507572342442953,-0.15120270247079431,0.2949367119197952,0.20723185295291283,-0.09460037004397034,0.197141571556251,-0.15517731740368976,-0.13296800125855543,-0.17175721119889226,-0.12353381247882789,-0.1709157463538072,-0.23731403726231443,-0.23814840991750802,-0.13376657759063898,-0.18226336164115708,-0.1154157833026517,-0.23216251768529217,-0.197283212518944,0.04975597147490243,-0.03639173151379937,-0.1765267371827096,0.16468628680154793,-0.17672249610908633,-0.1947405816977389,0.18924841801944303,-0.17153151438706932,0.05087448172122268,-0.039466613309614235,-0.2548751206306421,0.07389091158297674,-0.048566457900021544,-0.16879744029654975,-0.10687450611940118,-0.060747079626660996,0.08153424770351603,-0.07733587990775326,-0.29561186620568497,0.058005146596545626,0.3600053921233245,0.06499863522462918,0.1163875915197268,0.5371203625105692,0.7434257540223939,0.4902114657363421,0.7705048114252318,1.0,0.1534199556848547,0.27013360558600247,0.21858423650241504,0.402543000091021,0.44418019255188274,0.5908890227194389,0.3189872425357065,0.3165694401026977,0.015805010020951707,-0.05597020920543206,-0.13623530926389452,-0.10868190372176739,0.008880166402176927,0.07054589301929153,-0.16070573648298886,0.0069110506070663305,0.05167730386439267,0.030972313257664467,-0.08816698859926747,0.07241227616397382,0.047386007176000534,0.0463906442599887,-0.01771073746696514,0.007564837611586565,0.12404611284338503,-0.01543090449790843,-0.25011296054205856,0.11094164244366501,0.06064243767381091,-0.038237401910814046,-0.13449003977020943,0.07480858481038044,-0.13690119933474804,-0.008062822873369804,-0.2129064602119957,0.26173482592647684,0.011058457742155785,-0.15701786845276045,-0.15968578165714828,-0.047914269728378416
