0,0
Cluster58::sample0,1.7069197522349748
Cluster58::sample1,1.5527858340788092
Cluster58::sample2,1.880658893173746
Cluster58::sample3,2.11750911964749
Cluster58::sample4,2.1062641832885394
Cluster58::sample5,2.141611573254019
Cluster58::sample6,1.7546444988495362
Cluster58::sample7,2.347964057382787
Cluster58::sample8,1.726253658331574
Cluster58::sample9,1.626857259396628
Cluster58::sample10,1.7629313670824711
Cluster58::sample11,1.7314854953565053
Cluster58::sample12,2.1210836544968092
Cluster58::sample13,1.942466591430843
Cluster58::sample14,1.840456903140368
Cluster58::sample15,1.780704519838252
Cluster58::sample16,2.4512796083322774
Cluster58::sample17,1.4537351549679527
Cluster58::sample18,1.6877396572571697
Cluster58::sample19,1.8612171665267825
Cluster58::sample20,2.1112687237961882
Cluster58::sample21,2.0758883706957247
Cluster58::sample22,1.9468363559560449
Cluster58::sample23,1.8846712402975552
Cluster58::sample24,1.770998279644373
Cluster58::sample25,1.6456324714788835
Cluster58::sample26,1.549008110944178
Cluster58::sample27,1.2494273379502059
Cluster58::sample28,1.8487900579068013
Cluster58::sample29,1.6751933595410176
Cluster58::sample30,1.9522985488628404
Cluster58::sample31,1.7655785091982916
Cluster58::sample32,1.8779117505716307
Cluster58::sample33,2.014679047689488
Cluster58::sample34,1.8482178524636832
Cluster58::sample35,2.211813283513822
Cluster58::sample36,1.7567683433559713
Cluster58::sample37,1.726872798566586
Cluster58::sample38,1.7857444773223459
Cluster58::sample39,1.308313029285828
Cluster58::sample40,1.8297709710385663
Cluster58::sample41,1.96637476648878
Cluster58::sample42,1.9959722610704582
Cluster58::sample43,2.2557626286949537
Cluster58::sample44,2.2221979246368933
Cluster58::sample45,1.759898987621689
Cluster58::sample46,2.102778124547604
Cluster58::sample47,1.965229372085164
Cluster58::sample48,2.2825642829399406
Cluster58::sample49,1.7555980301048701
Cluster58::sample50,2.142335976040714
Cluster58::sample51,1.8265085796914864
Cluster58::sample52,1.8255733269195646
Cluster58::sample53,1.7366354101388506
Cluster58::sample54,2.141498628579856
Cluster58::sample55,2.0122387443288448
Cluster58::sample56,1.980459100274381
Cluster58::sample57,1.9597247469318364
Cluster58::sample58,2.031022912716922
Cluster58::sample59,1.8271685234632757
Cluster58::sample60,1.7476788541673018
Cluster58::sample61,1.5779767940389124
Cluster58::sample62,1.624583450813308
Cluster58::sample63,1.8819104145985168
Cluster58::sample64,1.5354635137776822
Cluster58::sample65,2.0978280946584626
Cluster58::sample66,1.5440559297974943
Cluster58::sample67,1.7350116409006473
Cluster58::sample68,2.0247372077631494
Cluster58::sample69,1.7022862871569377
Cluster58::sample70,1.6149092431399037
Cluster58::sample71,1.439363630371291
Cluster58::sample72,1.8948191206755953
Cluster58::sample73,1.65761814881064
Cluster58::sample74,2.454097968950202
Cluster58::sample75,1.8267165538591819
Cluster58::sample76,1.7148856250522821
Cluster58::sample77,2.050269482376625
Cluster58::sample78,1.8755600904184844
Cluster58::sample79,1.8822838318139432
Cluster58::sample80,2.366773332402351
Cluster58::sample81,1.7034576600540667
Cluster58::sample82,1.2264726197443352
Cluster58::sample83,1.9530927755144938
Cluster58::sample84,2.511275603984235
Cluster58::sample85,1.465177321980264
Cluster58::sample86,2.0163311837554794
Cluster58::sample87,1.834386830474049
Cluster58::sample88,1.8790857145270694
Cluster58::sample89,2.022262781972505
Cluster58::sample90,1.5825089896069597
Cluster58::sample91,1.9562083453764636
Cluster58::sample92,1.7920001393073388
Cluster58::sample93,1.9289927637180866
Cluster58::sample94,2.394166136033391
Cluster58::sample95,1.835676276205497
Cluster58::sample96,2.11909352317874
Cluster58::sample97,1.7611017732625376
Cluster58::sample98,1.341023025275554
Cluster58::sample99,1.6608408929712022
Cluster58::sample100,1.927855835792427
Cluster58::sample101,1.8188097010451547
Cluster58::sample102,1.5191439981187176
Cluster58::sample103,1.6977260859371759
Cluster58::sample104,1.4616817577099566
Cluster58::sample105,1.4987166736019382
Cluster58::sample106,1.4711896966670284
Cluster58::sample107,1.9455176736401865
Cluster58::sample108,1.3004471705753624
Cluster58::sample109,1.5567712693768798
Cluster58::sample110,1.8577194461459872
Cluster58::sample111,1.7200870001527049
Cluster58::sample112,1.9968451316684837
Cluster58::sample113,1.8999628633015107
Cluster58::sample114,1.7396565914753563
Cluster58::sample115,2.0755798542738435
Cluster58::sample116,1.8692291725122279
Cluster58::sample117,1.9529763680632461
Cluster58::sample118,1.9584851694712704
Cluster58::sample119,1.5473798437195638
Cluster58::sample120,1.9995825820751008
Cluster58::sample121,1.743374133597055
Cluster58::sample122,2.164158695531829
Cluster58::sample123,1.661779064715534
Cluster58::sample124,2.431434536058103
Cluster58::sample125,1.7198410024248236
Cluster58::sample126,1.8366871169078487
Cluster58::sample127,1.8070292835808397
Cluster58::sample128,1.9436851476219967
Cluster58::sample129,2.058046593535239
Cluster58::sample130,1.9584448277926891
Cluster58::sample131,1.8328466496714335
Cluster58::sample132,1.950707960010471
Cluster58::sample133,1.9726511374778521
Cluster58::sample134,1.8835759337975007
Cluster58::sample135,2.086468775327882
Cluster58::sample136,1.9232864868605928
Cluster58::sample137,1.5806562971656635
Cluster58::sample138,1.9009116642468142
Cluster58::sample139,1.7272713288154353
Cluster58::sample140,2.07374523371727
Cluster58::sample141,2.0023281420902634
Cluster58::sample142,2.2165575706929634
Cluster58::sample143,1.888261298759268
Cluster58::sample144,1.949627675869829
Cluster58::sample145,1.8157802193301347
Cluster58::sample146,2.054998962846719
Cluster58::sample147,1.8017876847711394
Cluster58::sample148,1.7987029979655667
Cluster58::sample149,1.7813292259501718
