,Before,After
154,-23754.280224677605,-23938.27821707346
155,-9098.295500952916,-9189.090409035247
156,-9392.064582962297,-9517.337409006648
157,-13914.089235673217,-14183.750927608764
158,-13011.456342548821,-13112.112770304591
159,-22928.098762062597,-23169.827979167934
160,-1938.6584921502167,-1969.8339494916665
161,-13453.637766194459,-13562.1909825837
162,-46580.16204257848,-46858.15967318775
163,-17157.768346302873,-17292.851815242422
164,-31628.755628022333,-31907.55340621132
165,-28280.253343186174,-28664.399933420027
166,-16207.120626923543,-16346.026327583919
167,-79158.77743919779,-79469.08282740785
168,-12894.041518223154,-13006.79571583535
169,-5922.384997952657,-6000.237800997714
170,-29028.674824391695,-29202.403628481294
171,-15476.747578812718,-15615.878882340434
172,-13091.999063199628,-13241.644123794447
173,-36263.79863945362,-36684.67581384348
174,-8955.265550758333,-9033.063692323365
175,-6025.175510644643,-6073.603019427537
176,-36526.32007899668,-36742.14455958151
177,-11959.809562551576,-12133.517359871474
178,-27130.604618128917,-27392.743968123097
179,-22642.350335076953,-22735.781529076456
180,-17744.35264241594,-17847.92532355755
181,-11170.339963264129,-11260.352849674797
182,-22697.00526736184,-22920.967825386466
183,-47947.55988298965,-48026.89583440327
184,-20625.286137836196,-20796.421306676606
185,-9426.350762524291,-9514.019515763424
186,-18742.144293524532,-18941.27883850349
187,-17043.147395812728,-17202.95928107754
188,-26432.16642389556,-26640.03014059767
189,-14132.441519874537,-14292.359143702917
190,-15251.561060537295,-15432.993928754138
191,-15567.131754769445,-15678.455333581129
192,-22332.13711491746,-22633.66074481829
193,-38983.60570655992,-39261.081408095
194,-37797.535740199666,-38283.635524561134
195,-47962.79193090552,-48172.58402555488
196,-16430.26540019338,-16661.515234969374
197,-9435.502282655407,-9578.856406630384
198,-30537.862339429277,-30732.718505827153
199,-12000.907773096964,-12090.525914242971
200,-14899.34148544086,-15060.836356845217
201,-4830.839933222039,-4872.541394110456
202,-34553.21010945236,-34843.10282687578
203,-24454.679450125266,-24720.70304233401
204,-44400.04221225212,-44687.502445232334
205,-15962.000629395763,-16150.50458470424
206,-12399.15904154818,-12496.718847872704
207,-15516.74915310346,-15678.739681856645
208,-7905.448082730013,-7988.088454084386
209,-15521.49736189969,-15698.398246334167
210,-12480.481414043454,-12569.856805950994
211,-82946.16422129632,-83904.09238688793
212,-24150.629895552116,-24364.402680430358
213,-14966.897750214039,-15104.746748930354
214,-10034.945423597686,-10154.923846193436
215,-23989.07969925479,-24083.632761268167
216,-16893.67287873361,-17225.619160253584
217,-31675.45204819451,-31906.6667523047
218,-9576.135718946423,-9670.20825653139
219,-25918.829235443533,-26185.76570338222
220,-35099.93134708065,-35286.25618608324
221,-21180.422300332542,-21414.419626066177
222,-14166.834567731563,-14340.314419465598
223,-15162.43182821925,-15303.109267945845
224,-97927.23321677666,-98128.55589158722
225,-10286.890231609828,-10417.239129996764
226,-23207.40052899515,-23510.959681922755
227,-53117.842578297255,-53343.60946996933
228,-15779.391485881222,-15926.106711718621
229,-32580.680405156767,-32795.204580261605
230,-9120.12069008354,-9230.190849218656
231,-9483.951952913349,-9582.98435469254
232,-6208.577519581759,-6281.074720716257
233,-10747.900280018499,-10846.352742237812
234,-10867.339041904193,-11018.449714349206
235,-19512.463633425145,-19697.958323044477
236,-31779.248149279192,-32013.843408477936
237,-5146.763168172724,-5196.554721581335
238,-16880.31944966405,-17113.20884928374
239,-7842.348405279906,-7898.265244120433
240,-7928.107910700528,-8003.197451566871
