,Before,After
66,-37527.49675143887,-37751.534366740525
67,-2608.407641671335,-2622.854425429134
68,-4231.112359086842,-4276.596008472891
69,-4577.719234288914,-4633.308739760244
70,-17745.15712049465,-17868.949665235228
71,-2859.5540601442476,-2887.2335604472373
72,-19272.866931534067,-19366.79960252075
73,-21341.277721433962,-21580.306717736014
74,-4630.153071937445,-4663.21308024236
75,-7621.470563296062,-7697.153326974904
76,-8133.753027025047,-8218.710761208147
77,-4929.676602572405,-4959.6189153085725
78,-7790.356398937992,-7822.508792244632
79,-15078.232470069583,-15174.573593970928
80,-13186.057548866813,-13245.274212474165
81,-3798.266958837302,-3831.6500565525
82,-16903.99110425975,-17050.9770686321
83,-4988.172894425006,-5048.071902883147
84,-5676.939250627408,-5721.235422079929
85,-5391.2571875675985,-5448.359852223089
86,-26906.674339952773,-27167.389487872646
87,-24702.087119612246,-24994.90725235026
88,-33979.43991883222,-34201.29188536945
89,-2344.1854549601335,-2365.1443063187567
90,-30871.695972288817,-31054.06094619308
91,-4569.581006433156,-4635.712935095198
92,-6811.632171511854,-6879.718501499259
93,-11178.248329108348,-11248.074528851006
94,-4047.5201982489993,-4061.6276943837574
95,-42556.161081564744,-42950.471198009545
96,-4721.298758217465,-4749.789313755507
97,-25018.714585067268,-25061.709335343694
98,-6406.180626021589,-6461.686921150816
99,-11123.666259048066,-11182.85260100464
100,-40129.75646834653,-40263.35147278403
101,-30979.718983554223,-31158.610248948327
102,-70285.0450323361,-70682.26247732331
103,-45938.22925936121,-46150.63849105432
104,-8417.506678251786,-8456.731688066531
105,-5381.324406277573,-5416.538730822727
106,-127379.51114691807,-127882.21590465333
107,-8514.542170904597,-8592.130344362937
108,-32130.837212153594,-32190.093800838258
109,-133374.2793602229,-133601.98823436873
110,-20893.48746088848,-20972.630580643523
111,-20174.773854547268,-20198.880607445557
112,-16572.26784383712,-16682.686828901788
113,-48259.82350427235,-48474.22360565631
114,-26539.84778241567,-26604.416854878145
115,-42547.943175878536,-42792.80552648733
116,-9616.078362307122,-9760.486794937364
117,-5593.288773652334,-5645.136988275852
118,-5265.091992272918,-5281.763359769426
119,-45905.72303852608,-46182.183459223466
120,-39600.67869434327,-39783.21732724067
121,-33782.56977255967,-33989.193673523245
122,-16105.983229609554,-16164.152118151535
123,-19974.483776738085,-20293.50075986987
124,-34213.27400927689,-34263.81609250784
125,-6442.471433668808,-6511.119236578109
126,-504490.37522330263,-504587.96056788915
127,-21625.789649594753,-21724.68091573118
128,-39814.84948130233,-40152.87620923575
129,-51874.99578523655,-52064.84484921073
130,-8226.212658240229,-8271.600518571839
131,-27838.912636267207,-27975.55768100522
132,-61619.58552397336,-61930.680794087544
133,-6438.809025890239,-6468.816472296763
134,-13568.587939210254,-13659.560537095935
135,-9007.40534609255,-9080.630351793143
136,-34940.755151746744,-35170.36043038595
137,-10461.108729842708,-10599.245743054074
138,-31620.32774611887,-31762.712215362306
139,-35198.63358370892,-35325.11407152822
140,-213385.54927387374,-213458.09723990533
141,-13745.21292594205,-13802.503886759427
142,-24158.83297166291,-24205.55322531893
143,-11717.81312927592,-11755.418581320944
144,-5257.884517140911,-5327.926681484864
145,-15049.89429836887,-15080.693641385547
146,-5731.478398020169,-5774.412894412379
147,-26541.79230924618,-26662.187555815886
148,-29494.568189114118,-29686.212315510034
149,-10715.6988824852,-10734.224968647284
150,-82621.14336334428,-83632.8244571083
151,-33706.016692099496,-33932.95347168457
152,-2510.7935127914066,-2544.5372161715036
153,-13067.822075106471,-13137.156035772265
154,-26352.41588935685,-26483.352901804148
155,-21619.764100838926,-21703.10969750801
156,-116491.18229252905,-116888.91303310428
157,-9053.349351647177,-9097.139576415084
158,-35493.628863761965,-36024.12095772546
159,-46800.657533489204,-47129.625241623056
160,-15026.504444560216,-15097.06055442651
161,-15129.300387718573,-15189.81339179571
162,-39711.74844814234,-39929.833781991125
163,-5883.435584811268,-5937.2109858178865
164,-30540.038105802825,-30866.14708763362
165,-32149.171841500207,-32275.46023775716
166,-6033.812395688018,-6101.071007706694
167,-112636.07057716306,-114186.54014055038
168,-14833.433945208799,-14868.938853946807
169,-4747.058707615023,-4781.835533480952
170,-59891.238261825674,-60137.028031456444
171,-70184.50203844195,-70536.52187203735
172,-11800.02501460216,-11963.630085599216
173,-7762.709993373596,-7802.729268809437
