0,1,0
Kidney-RCC::SP102716,0.0,2.3108378656933812
Kidney-RCC::SP102718,0.0,3.330567990248562
Kidney-RCC::SP102733,0.0,4.046531539416403
Kidney-RCC::SP102741,0.0,3.8000458628666207
Kidney-RCC::SP102747,0.0,1.662013453049049
Kidney-RCC::SP102755,0.0,2.983921884012586
Kidney-RCC::SP102759,0.0,2.6824403648861987
Kidney-RCC::SP102783,0.0,3.3749213530217084
Kidney-RCC::SP102795,0.0,2.9926314497971562
Kidney-RCC::SP102804,0.0,2.6326389183602905
Kidney-RCC::SP102816,0.0,4.1192132313970315
Kidney-RCC::SP102827,0.0,1.7903502743615536
Kidney-RCC::SP102839,0.0,3.5365065090195635
Kidney-RCC::SP102873,0.0,6.132720447481253
Kidney-RCC::SP102881,0.0,3.0122437528710346
Kidney-RCC::SP102897,0.0,8.007757741150641
Kidney-RCC::SP102913,0.0,2.654425781708532
Kidney-RCC::SP102921,0.0,4.02643565756841
Kidney-RCC::SP102929,0.0,3.6453570651601326
Kidney-RCC::SP102945,0.0,3.257468901803165
Kidney-RCC::SP102957,0.0,0.0
Kidney-RCC::SP102965,0.0,2.6249538239489163
Kidney-RCC::SP102973,0.0,0.13664239477253393
Kidney-RCC::SP102989,0.0,3.409606791955119
Kidney-RCC::SP103005,0.0,2.702472170957936
Kidney-RCC::SP103021,0.0,3.605670777714292
Kidney-RCC::SP103037,0.0,2.3135359862601375
Kidney-RCC::SP103045,0.0,2.411973708208057
Kidney-RCC::SP103057,0.0,0.11579345406418362
Kidney-RCC::SP103065,0.0,3.1871690135969892
Kidney-RCC::SP103080,0.0,4.391679592591011
Kidney-RCC::SP103100,0.0,3.2768162368865767
Kidney-RCC::SP103128,0.0,2.547326118317672
Kidney-RCC::SP103140,0.0,2.343841586754256
Kidney-RCC::SP103156,0.0,3.4968302671859957
Kidney-RCC::SP103197,0.0,3.3947657374758022
Kidney-RCC::SP103213,0.0,3.3946047153010994
Kidney-RCC::SP103221,0.0,3.244257905172332
Kidney-RCC::SP103233,0.0,3.2320746623286416
Kidney-RCC::SP103245,0.0,3.6872841652280743
Kidney-RCC::SP103261,0.0,3.489743244708343
Kidney-RCC::SP103288,0.0,4.602323722126005
Kidney-RCC::SP103300,0.0,4.011117396569106
Kidney-RCC::SP103340,0.0,2.573345416102502
Kidney-RCC::SP103396,0.0,4.9513334288188435
Kidney-RCC::SP103408,0.0,2.208484990773239
Kidney-RCC::SP103416,0.0,3.4415714662027908
Kidney-RCC::SP103428,0.0,3.050233990012841
Kidney-RCC::SP103436,0.0,3.9058777647227667
Kidney-RCC::SP103444,0.0,4.734045420587312
Kidney-RCC::SP103455,0.0,3.749381720665223
Kidney-RCC::SP103467,0.0,4.333454734825627
Kidney-RCC::SP103483,0.0,4.215630028355088
Kidney-RCC::SP103507,0.0,0.09185027459894624
Kidney-RCC::SP103515,0.0,3.608701207574951
Kidney-RCC::SP103523,0.0,3.8307666284514275
Kidney-RCC::SP103535,0.0,0.08644067052319038
Kidney-RCC::SP103547,0.0,0.20815177574935984
Kidney-RCC::SP103555,0.0,4.352046676940866
Kidney-RCC::SP103575,0.0,4.152615399131628
Kidney-RCC::SP103595,0.0,3.4095769530999265
Kidney-RCC::SP103603,0.0,3.629197616579634
Kidney-RCC::SP103619,0.0,3.4423283623169834
Kidney-RCC::SP103673,0.0,0.1653997962413385
Kidney-RCC::SP103679,0.0,3.684843542066381
Kidney-RCC::SP103685,0.0,3.4120063968947196
Kidney-RCC::SP103694,0.0,3.7534949787228027
Kidney-RCC::SP103706,0.0,4.6598032848852995
Kidney-RCC::SP103715,0.0,3.2547028508770173
Kidney-RCC::SP103730,0.0,3.1739016100975235
Kidney-RCC::SP103742,0.0,3.1655889159526254
Kidney-RCC::SP103826,0.0,3.741651297235147
Kidney-RCC::SP103844,0.0,3.731726051568213
Kidney-RCC::SP103856,0.0,4.277034871548796
Kidney-RCC::SP106560,0.0,3.220113435892264
Kidney-RCC::SP106577,0.0,2.5158623653810026
Kidney-RCC::SP106602,0.0,2.645882639254958
