,Before,After
163,-24806.017832277703,-24971.497344558076
164,-12576.42155096311,-12691.260632286561
165,-14867.142170117924,-14975.280660242692
166,-13357.13720271667,-13482.89172577379
167,-13529.710690082888,-13661.388595488716
168,-11854.237533713753,-11974.631852847431
169,-21869.425696433023,-22031.667160335594
170,-23173.716503722917,-23347.338233508075
171,-24301.198026560745,-24474.68506404425
172,-27062.908818554293,-27238.29052640757
173,-24650.72890688777,-24847.920216052386
174,-11401.898259035086,-11454.752620802305
175,-12357.170745641613,-12423.769076271858
176,-12359.561819779212,-12462.90967868131
177,-18398.818403141137,-18486.71379322133
178,-14202.225428386511,-14349.707354288237
179,-14873.842980527914,-15006.643329769979
180,-15101.324922326397,-15168.763086460669
181,-73463.36336672305,-73738.04742829186
182,-74650.18867509467,-74728.14852781109
183,-75273.05696256213,-75354.81459119725
184,-19821.436704773856,-19975.784021434614
185,-19680.059653144737,-19826.650343362413
186,-19060.30001067659,-19218.086509348163
187,-19708.820536690957,-19867.377858815107
188,-18405.136318490473,-18548.763806512026
189,-21279.96514240129,-21440.472112984204
190,-20460.375090862584,-20607.342826034233
191,-17186.56515944215,-17313.95685965154
192,-20001.021134158036,-20143.162453807607
193,-50328.01221186156,-50671.75765412503
194,-47826.87424858603,-48173.90779572075
195,-52149.11589015136,-52544.93364175121
196,-47769.75947383133,-48101.277262172494
197,-47997.97839057609,-48351.76133742229
198,-2843.2504924456093,-2868.0493051568524
199,-3303.233035708209,-3319.315084203904
200,-3415.633950598848,-3438.2322918669643
201,-3143.527409072515,-3168.6585125594697
202,-3953.1584374211957,-4019.5922991060706
203,-2733.289280921073,-2761.519651546737
204,-6505.90429309522,-6573.951424330232
205,-14522.00470759163,-14699.185319761604
206,-14856.692166166587,-15065.47605904687
207,-3276.5930406485463,-3321.5582178517607
208,-626.7354222200332,-631.8858326147297
209,-8599.230947201884,-8688.160533091823
210,-4057.523582077958,-4103.484941126744
211,-1621.3702911655582,-1648.7991561133629
212,-66.3817439403155,-66.38738223959847
213,-2150.7280542277545,-2168.6131864771905
214,-1713.0323339455667,-1741.6927290620533
215,-5978.418783699587,-6027.159715743787
216,-7603.505925959765,-7658.875490514815
217,-9414.591714501134,-9497.4014993512
218,-7892.115116022613,-7967.250179768255
219,-7864.058612120671,-7926.420286216025
220,-8204.982216301707,-8300.551904724734
221,-8747.406886698622,-8819.498819932314
