,Before,After
68,-15233.947326555115,-15334.232222523531
69,-19976.503536824985,-20086.2443821091
70,-21435.43955851464,-21556.12141511682
71,-11353.49918768652,-11450.903496774128
72,-13038.496504325365,-13147.909404950577
73,-8950.261726313282,-9057.902187958956
74,-10632.921245258573,-10723.639984492185
75,-24206.410658456687,-24305.233995971706
76,-13440.87697301359,-13518.33851268041
77,-25706.11700105964,-25741.852368773303
78,-17194.038803185824,-17224.263956033737
79,-11707.085526965317,-11726.786173763458
80,-24659.624918575355,-24748.6922386956
81,-4197.201917632819,-4232.637265831357
82,-15923.377860125222,-15934.100173731415
83,-6944.280420570259,-6992.289368316101
84,-24123.66857189,-24232.85902725238
85,-15037.05943148356,-15148.246595617571
86,-18233.089816787404,-18314.931036120128
87,-7890.123932194458,-7956.2069497528255
88,-30007.523625697824,-30126.93625534324
89,-11750.519244567291,-11850.541700380652
90,-23678.944065561333,-23751.806696071784
91,-25411.871974355636,-25566.94994147764
92,-9537.707975110488,-9595.037559258606
93,-24430.221685758344,-24558.88567087187
94,-11535.97797704144,-11620.628088303558
95,-11247.011944063708,-11281.435438602997
96,-10832.941191259213,-10920.609952492465
97,-16534.40490857483,-16646.995011966323
98,-8630.292150202678,-8664.920163508214
99,-8848.683742054764,-8881.749982378895
100,-18589.28759682624,-18699.879246100576
101,-12791.933493396064,-12896.834618108442
102,-12442.751730608908,-12508.81218134577
103,-28361.785217894536,-28683.605169130646
104,-22183.92498149822,-22327.96306241977
105,-22692.769180324052,-22798.771275118528
106,-18064.718382818628,-18278.49507011011
107,-27533.01205206875,-27673.260584674616
108,-14290.2394019186,-14374.4392275657
109,-13166.765355503772,-13299.276514410352
110,-32029.402675259782,-32113.654935521296
111,-11394.697598498551,-11462.737122508508
112,-12830.55672082205,-12912.553513036286
113,-17371.533377689568,-17479.67807275353
114,-11531.614317210931,-11556.53741438928
115,-23903.09822487582,-23961.398094129487
116,-15623.422138147953,-15699.251578585787
117,-10719.80335663876,-10801.683204120587
118,-23538.87748832386,-23662.14120489687
119,-21107.228496993648,-21177.638537353887
120,-15161.72969343674,-15239.87949399906
121,-11325.235889482583,-11346.317301227422
122,-8626.897447612888,-8678.471977153316
123,-14908.274998828292,-14941.683484008683
124,-3538.3348311273166,-3565.8044329268846
125,-25482.910080515278,-25620.258842892206
126,-26199.342674461157,-26259.784034193428
127,-10133.234037980972,-10192.80449662772
128,-20919.66371737216,-21078.1895917488
129,-13253.563144415584,-13309.068132393655
130,-17380.65827219259,-17435.997305894405
131,-8612.481787748833,-8661.583859441063
132,-16153.321715120583,-16238.795877724315
133,-28364.74250615357,-28452.508784637757
134,-13112.661091329814,-13158.689611021025
135,-27217.55260399748,-27293.98175103423
136,-5787.777555786726,-5806.669754671913
137,-21419.40828732822,-21520.555269143555
138,-39574.39650724612,-39696.73878890151
139,-17209.2810591986,-17346.878165516715
140,-23239.619199071116,-23342.50275472898
141,-17676.2211412431,-17743.1323759132
142,-23824.88084962792,-23961.159761279614
143,-16371.644378840403,-16500.244121174335
