,Before,After
0,20.05051508663968,19.19059572072574
1,-366.0598693719439,-380.5797716865533
2,-55.82587768697452,-55.967774361336524
3,59.64725058011446,59.42689226984606
4,-3622.7676375768583,-3647.9987589153184
5,-962.6464592805456,-991.6843359779557
6,-1197.560258731668,-1210.4536646252077
7,-855.1837129943226,-875.0970953520642
8,-1318.1592269055568,-1371.9530072484933
9,-325.184112298856,-349.6725038846769
10,-856.9405875148283,-898.9598910222504
11,-320.76972925938423,-341.97149541446515
12,-1448.050978088143,-1492.998271904524
13,-1823.5149189639296,-1905.746519025773
14,-1096.0910912415545,-1118.1037983293133
15,-1820.4475520013577,-1846.5996606684887
